,Course,College,Year Level,School Year,No.,Appno,SCHOOL,Cntr,Date,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr,Word,SY
2489,BSSW,CSWCD,1,2018-2019,6432.0,1819-04162,AMA COMPUTER COLLEGE,ZAM,3/4/2018,63.53,48.4,59.25,53.82,43.49,60.09,Sixty Point Nine,2018-2019
2490,BSSW,CSWCD,1,2018-2019,6619.0,1819-06623,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,ZAM,3/11/2018,58.56,77.12,91.97,70.61,53.29,74.25,Seventy Four Point Twenty Five,2018-2019
2491,BSSW,CSWCD,1,2018-2019,6879.0,1819-11083,NONE,OTC,4/8/2018,87.6,87.4,89.19,75.28,79.78,89.17,Eighty Nine Point Seventeen,2018-2019
2492,BSSW,CSWCD,1,2018-2019,7124.0,1819-04812,BASILAN NATIONAL HIGH SCHOOL,ZAM,3/4/2018,78.85,92.88,76.79,53.82,72.9,82.12,Eighty Two Point Twelve,2018-2019
2493,BSSW,CSWCD,1,2018-2019,7516.0,1819-04010,CLARET SCHOOL OF LAMITAN,ZAM,3/4/2018,86.35,87.4,76.79,63.45,72.9,84.88,Eighty Four Point Eighty Eight,2018-2019
2494,BSSW,CSWCD,1,2018-2019,7693.0,1819-00890,BUNGUIAO NATIONAL HIGH SCHOOL,ZAM,2/18/2018,84.91,77.12,76.79,70.61,83.75,84.88,Eighty Four Point Eighty Eight,2018-2019
2495,BSSW,CSWCD,1,2018-2019,8302.0,1819-01587,ATENEO DE ZAMBOANGA UNIVERSITY,ZAM,2/18/2018,74.8,77.12,80.93,44.18,53.29,75.16,Seventy Five Point Sixteen,2018-2019
2496,BSSW,CSWCD,1,2018-2019,8361.0,1819-02719,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,82.02,71.99,59.25,93.38,72.9,83.5,Eighty Three Point Fifty,2018-2019
2497,BSSW,CSWCD,1,2018-2019,8483.0,1819-04007,TITAY NATIONAL HIGH SCHOOL,ZAM,3/4/2018,72.78,77.12,51.68,18.16,53.29,65.83,Sixty Five Point Eighty Three,2018-2019
2498,BSSW,CSWCD,1,2018-2019,8694.0,1819-08732,NONE,PAG,3/17/2018,86.35,61.11,44.12,63.45,53.29,75.16,Seventy Five Point Sixteen,2018-2019
2499,BSSW,CSWCD,1,2018-2019,8744.0,1819-06803,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,ZAM,3/11/2018,66.01,82.26,59.25,75.28,79.78,75.16,Seventy Five Point Sixteen,2018-2019
2500,BSSW,CSWCD,1,2018-2019,8950.0,1819-04995,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,66.01,77.12,24.36,70.61,33.69,62.48,Sixty Two Point Forty Eight,2018-2019
2501,BSSW,CSWCD,1,2018-2019,9168.0,1819-01085,GUTALAC NATIONAL HIGH SCHOOL,ZAM,2/18/2018,84.91,96.76,85.06,24.91,87.72,87.64,Eighty Seven Point Sixty Four,2018-2019
2502,BSSW,CSWCD,1,2018-2019,9324.0,1819-02780,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,87.6,82.26,72.66,79.96,33.69,83.5,Eighty Three Point Fifty,2018-2019
2503,BSSW,CSWCD,1,2018-2019,9786.0,1819-06047,"BRENT HOSPITAL AND COLLEGES, INC.",ZAM,3/11/2018,74.8,42.05,72.66,63.45,33.69,66.95,Sixty Six Point Ninety Five,2018-2019
2504,BSSW,CSWCD,1,2018-2019,10034.0,1819-04991,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,82.02,30.03,36.55,24.91,91.68,68.07,Sixty Eight Point Seven,2018-2019
2505,BSSW,CSWCD,1,2018-2019,10075.0,1819-05572,TAMPILISAN NATIONAL HIGH SCHOOL,ZAM,3/4/2018,61.05,48.4,89.19,70.61,33.69,66.95,Sixty Six Point Ninety Five,2018-2019
2506,BSSW,CSWCD,1,2018-2019,10461.0,1819-05835,CLARET SCHOOL OF LAMITAN,ZAM,3/4/2018,80.58,54.75,66.81,34.54,33.69,68.07,Sixty Eight Point Seven,2018-2019
2507,BSSW,CSWCD,1,2018-2019,10691.0,1819-06471,BALIGUIAN NATIONAL HIGH SCHOOL,ZAM,3/11/2018,47.0,82.26,80.93,53.82,53.29,65.83,Sixty Five Point Eighty Three,2018-2019
2508,BSSW,CSWCD,1,2018-2019,10706.0,1819-03216,CABALUAY NATIONAL HIGH SCHOOL,ZAM,2/25/2018,74.8,82.26,72.66,34.54,43.49,72.43,Seventy Two Point Forty Three,2018-2019
2509,BSSW,CSWCD,1,2018-2019,10890.0,1819-00415,BALIWASAN SENIOR HIGH SCHOOL WEST,ZAM,2/18/2018,52.9,71.99,59.25,63.45,63.1,63.6,Sixty Three Point Sixty,2018-2019
2510,BSSW,CSWCD,1,2018-2019,10901.0,1819-02889,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,91.83,71.99,91.97,92.22,43.49,90.13,Ninety Point Thirteen,2018-2019
2511,BSSW,CSWCD,1,2018-2019,10913.0,1819-04756,NOTRE DAME OF BONGAO,ZAM,3/4/2018,90.77,87.4,80.93,70.61,79.78,89.17,Eighty Nine Point Seventeen,2018-2019
2512,BSSW,CSWCD,1,2018-2019,11135.0,1819-04723,BASILAN NATIONAL HIGH SCHOOL,ZAM,3/4/2018,70.75,77.12,89.19,53.82,72.9,77.9,Seventy Seven Point Ninety,2018-2019
2513,BSSW,CSWCD,1,2018-2019,11181.0,1819-03069,SINUNUC NATIONAL HIGH SCHOOL,ZAM,2/25/2018,68.5,35.7,59.25,63.45,43.49,61.37,Sixty One Point Thirty Seven,2018-2019
2514,BSSW,CSWCD,1,2018-2019,11455.0,1819-00513,NONE,ZAM,2/18/2018,84.91,87.4,72.66,63.45,72.9,83.5,Eighty Three Point Fifty,2018-2019
2515,BSSW,CSWCD,1,2018-2019,11469.0,1819-05076,SOUTHERN CITY COLLEGES,ZAM,3/4/2018,70.75,82.26,85.06,84.63,53.29,80.63,Eighty Point Sixty Three,2018-2019
2516,BSSW,CSWCD,1,2018-2019,11471.0,1819-02646,JOSE RIZAL MEMORIAL STATE UNIVERSITY,ZAM,2/25/2018,88.66,61.11,44.12,70.61,43.49,76.98,Seventy Six Point Ninety Eight,2018-2019
2517,BSSW,CSWCD,1,2018-2019,11780.0,1819-04541,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,87.6,92.88,89.19,63.45,63.1,88.22,Eighty Eight Point Twenty Two,2018-2019
2518,BSSW,CSWCD,1,2018-2019,11963.0,1819-07106,CLARET COLLEGE OF ISABELA,ZAM,3/11/2018,78.85,25.06,51.68,18.16,95.65,66.95,Sixty Six Point Ninety Five,2018-2019
2519,BSSW,CSWCD,1,2018-2019,12525.0,1819-07572,NONE,ZAM,3/11/2018,61.05,90.94,76.79,75.28,91.68,80.63,Eighty Point Sixty Three,2018-2019
2520,BSSW,CSWCD,1,2018-2019,12686.0,1819-01364,J-JIREH SCHOOL,ZAM,2/18/2018,78.85,90.94,94.84,63.45,83.75,87.64,Eighty Seven Point Sixty Four,2018-2019
2521,BSSW,CSWCD,1,2018-2019,12800.0,1819-00410,BALIWASAN SENIOR HIGH SCHOOL WEST,ZAM,2/18/2018,68.5,61.11,51.68,34.54,53.29,62.48,Sixty Two Point Forty Eight,2018-2019
2522,BSSW,CSWCD,1,2018-2019,12870.0,1819-11383,SIOCON NATIONAL HIGH SCHOOL,OTC,4/8/2018,61.05,77.12,76.79,44.18,53.29,68.07,Sixty Eight Point Seven,2018-2019
2523,BSSW,CSWCD,1,2018-2019,12954.0,1819-05711,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,70.75,71.99,59.25,63.45,87.72,75.16,Seventy Five Point Sixteen,2018-2019
2524,BSSW,CSWCD,1,2018-2019,12972.0,1819-00908,SOUTHERN CITY COLLEGES,ZAM,2/18/2018,74.8,54.75,76.79,53.82,43.49,70.3,Seventy Point Thirty,2018-2019
2525,BSSW,CSWCD,1,2018-2019,12991.0,1819-00179,BALUNO NATIONAL HIGH SCHOOL,ZAM,2/18/2018,86.35,92.88,51.68,14.31,53.29,76.98,Seventy Six Point Ninety Eight,2018-2019
2526,BCAE,CTE,1,2018-2019,682.0,1819-09884,MALANGAS NATIONAL HIGH SCHOOL,LAN,3/25/2018,49.95,35.7,59.25,70.61,33.69,51.42,Fifty One Point Forty Two,2018-2019
2527,BCAE,CTE,1,2018-2019,937.0,1920-11914,MALANGAS-ESU,LAN,12/9/2018,70.75,71.99,59.25,44.18,63.1,69.19,Sixty Nine Point Nineteen,2019-2020
2528,BCAE,CTE,1,2018-2019,683.0,1819-09885,MALANGAS NATIONAL HIGH SCHOOL,LAN,3/25/2018,72.78,66.85,66.81,70.61,26.06,69.19,Sixty Nine Point Nineteen,2018-2019
2529,BCAE,CTE,1,2018-2019,945.0,1920-11761,MALANGAS-ESU,LAN,12/9/2018,7.83,25.06,4.27,0.73,26.06,3.1,Three Point Ten,2019-2020
2530,BCAE,CTE,1,2018-2019,920.0,2021-13768,MALANGAS-ESU,LAN,2/16/2020,41.05,61.11,29.96,14.31,15.15,31.74,Thirty One Point Seventy Four,2020-2021
2531,BCAE,CTE,1,2018-2019,947.0,1920-11753,MALANGAS-ESU,LAN,12/9/2018,41.05,77.12,76.79,18.16,63.1,57.2,Fifty Seven Point Twenty,2019-2020
2532,BCAE,CTE,1,2018-2019,699.0,1819-09997,MALANGAS NATIONAL HIGH SCHOOL,LAN,3/25/2018,7.83,15.12,18.75,53.82,15.15,8.22,Eight Point Twenty Two,2018-2019
2533,BCAE,CTE,1,2018-2019,954.0,1920-11774,MALANGAS-ESU,LAN,12/9/2018,13.4,10.15,13.15,14.31,1.06,3.1,Three Point Ten,2019-2020
2534,BCAE,CTE,1,2018-2019,730.0,1819-09963,MALANGAS NATIONAL HIGH SCHOOL,LAN,3/24/2018,25.99,30.03,51.68,24.91,43.49,30.24,Thirty Point Twenty Four,2018-2019
2535,BCAE,CTE,1,2018-2019,1001.0,1920-11799,MALANGAS-ESU,LAN,12/9/2018,37.99,77.12,36.55,34.54,26.06,44.06,Forty Four Point Six,2019-2020
2536,BCAE,CTE,1,2018-2019,966.0,2021-13751,MALANGAS-ESU,LAN,2/15/2020,28.82,54.75,44.12,34.54,72.9,42.52,Forty Two Point Fifty Two,2020-2021
2537,BCAE,CTE,1,2018-2019,1222.0,1819-08201,DIPLAHAN NATIONAL HIGH SCHOOL,PLA,3/17/2018,91.83,82.26,93.41,63.45,87.72,91.56,Ninety One Point Fifty Six,2018-2019
2538,BCAE,CTE,1,2018-2019,1536.0,1819-09931,MALANGAS NATIONAL HIGH SCHOOL,LAN,3/25/2018,9.69,15.12,36.55,14.31,43.49,11.5,Eleven Point Fifty,2018-2019
2539,BCAE,CTE,1,2018-2019,2046.0,1920-11921,MALANGAS-ESU,LAN,12/9/2018,31.88,61.11,2.41,14.31,20.6,18.6,Eighteen Point Sixty,2019-2020
2540,BCAE,CTE,1,2018-2019,2074.0,2021-13750,MALANGAS-ESU,LAN,2/15/2020,28.82,42.05,72.66,14.31,26.06,33.28,Thirty Three Point Twenty Eight,2020-2021
2541,BCAE,CTE,1,2018-2019,1905.0,1819-09917,MALANGAS NATIONAL HIGH SCHOOL,LAN,3/25/2018,18.21,35.7,18.75,53.82,1.36,14.78,Fourteen Point Seventy Eight,2018-2019
2542,BCAE,CTE,1,2018-2019,2549.0,1920-11911,MALANGAS-ESU,LAN,12/9/2018,49.95,25.06,66.81,34.54,43.49,45.6,Forty Five Point Sixty,2019-2020
2543,BCAE,CTE,1,2018-2019,3060.0,1920-11778,MALANGAS NATIONAL HIGH SCHOOL,LAN,12/9/2018,1.26,4.05,18.75,70.61,26.06,3.53,Three Point Fifty Three,2019-2020
2544,BCAE,CTE,1,2018-2019,3039.0,1819-12091,TUNGAWAN - ESU,TUN,4/15/2018,90.77,82.26,76.79,34.54,95.65,88.22,Eighty Eight Point Twenty Two,2018-2019
2545,BCAE,CTE,1,2018-2019,3106.0,1819-09891,NONE,LAN,3/25/2018,55.84,61.11,66.81,24.91,33.69,54.31,Fifty Four Point Thirty One,2018-2019
2546,BCAE,CTE,1,2018-2019,4193.0,2021-13754,MALANGAS-ESU,LAN,2/15/2020,88.66,71.99,51.68,79.96,87.72,85.57,Eighty Five Point Fifty Seven,2020-2021
2547,BCAE,CTE,1,2018-2019,3113.0,1819-10000,MALANGAS NATIONAL HIGH SCHOOL,LAN,3/25/2018,13.4,25.06,13.15,34.54,26.06,12.59,Twelve Point Fifty Nine,2018-2019
2548,BCAE,CTE,1,2018-2019,4205.0,2021-13755,MALANGAS-ESU,LAN,2/15/2020,7.83,35.7,1.48,10.45,4.24,2.23,Two Point Twenty Three,2020-2021
2549,BCAE,CTE,1,2018-2019,3278.0,1819-09864,MALANGAS-ESU,LAN,3/25/2018,25.99,42.05,18.75,70.61,20.6,28.79,Twenty Eight Point Seventy Nine,2018-2019
2550,BCAE,CTE,1,2018-2019,4226.0,1920-11773,MALANGAS-ESU,LAN,12/9/2018,11.54,10.15,18.75,34.54,26.06,9.31,Nine Point Thirty One,2019-2020
2551,BCAE,CTE,1,2018-2019,4407.0,2021-13638,MALANGAS-ESU,LAN,2/16/2020,68.5,61.11,4.27,24.91,79.78,54.31,Fifty Four Point Thirty One,2020-2021
2552,BCAE,CTE,1,2018-2019,3367.0,1819-09836,MALANGAS-ESU,LAN,3/24/2018,13.4,61.11,13.15,34.54,15.15,17.15,Seventeen Point Fifteen,2018-2019
2553,BCAE,CTE,1,2018-2019,4352.0,1920-11941,MALANGAS-ESU,LAN,12/9/2018,18.21,66.85,18.75,34.54,9.69,21.51,Twenty One Point Fifty One,2019-2020
2554,BCAE,CTE,1,2018-2019,4529.0,2021-13727,MALANGAS-ESU,LAN,2/15/2020,11.54,48.4,2.41,53.82,20.6,12.59,Twelve Point Fifty Nine,2020-2021
2555,BCAE,CTE,1,2018-2019,3451.0,1819-09879,MALANGAS-ESU,LAN,3/25/2018,63.53,61.11,44.12,53.82,53.29,61.37,Sixty One Point Thirty Seven,2018-2019
2556,BCAE,CTE,1,2018-2019,3463.0,1819-10012,MALANGAS NATIONAL HIGH SCHOOL,LAN,3/25/2018,7.83,10.15,7.54,44.18,9.69,4.4,Four Point Forty,2018-2019
2557,BCAE,CTE,1,2018-2019,4474.0,1920-11777,MALANGAS-ESU,LAN,12/9/2018,28.82,20.09,7.54,44.18,15.15,15.87,Fifteen Point Eighty Seven,2019-2020
2558,BCAE,CTE,1,2018-2019,3842.0,1819-11790,ALICIA NATIONAL HIGH SCHOOL,CIA,4/15/2018,37.99,35.7,72.66,24.91,26.06,39.44,Thirty Nine Point Forty Four,2018-2019
2559,BCAE,CTE,1,2018-2019,4992.0,1920-11878,MALANGAS-ESU,LAN,12/9/2018,52.9,30.03,36.55,44.18,15.15,37.9,Thirty Seven Point Ninety,2019-2020
2560,BCAE,CTE,1,2018-2019,5160.0,2021-13702,MALANGAS-ESU,LAN,2/16/2020,20.81,30.03,36.55,34.54,43.49,25.88,Twenty Five Point Eighty Eight,2020-2021
2561,BCAE,CTE,1,2018-2019,3897.0,1819-06284,MARCELO SPINOLA SCHOOL,ZAM,3/11/2018,91.83,77.12,80.93,70.61,72.9,88.22,Eighty Eight Point Twenty Two,2018-2019
2562,BCAE,CTE,1,2018-2019,4432.0,1819-10013,MALANGAS NATIONAL HIGH SCHOOL,LAN,3/24/2018,80.58,77.12,93.41,79.96,72.9,86.26,Eighty Six Point Twenty Six,2018-2019
2563,BCAE,CTE,1,2018-2019,4444.0,1819-08169,DIPLAHAN NATIONAL HIGH SCHOOL,PLA,3/18/2018,76.83,48.4,72.66,34.54,20.6,63.6,Sixty Three Point Sixty,2018-2019
2564,BCAE,CTE,1,2018-2019,4539.0,1819-09890,NONE,LAN,3/25/2018,52.9,30.03,80.93,44.18,63.1,57.2,Fifty Seven Point Twenty,2018-2019
2565,BCAE,CTE,1,2018-2019,6099.0,2021-13694,MALANGAS-ESU,LAN,2/16/2020,47.0,61.11,44.12,10.45,63.1,45.6,Forty Five Point Sixty,2020-2021
2566,BCAE,CTE,1,2018-2019,4650.0,1819-09951,NONE,LAN,3/24/2018,88.66,96.76,94.84,44.18,79.78,91.08,Ninety One Point Eight,2018-2019
2567,BCAE,CTE,1,2018-2019,6339.0,2021-13732,MALANGAS-ESU,LAN,2/15/2020,47.0,66.85,66.81,18.16,33.69,49.98,Forty Nine Point Ninety Eight,2020-2021
2568,BCAE,CTE,1,2018-2019,6932.0,1920-11654,MALANGAS-ESU,LAN,12/9/2018,58.56,61.11,36.55,53.82,53.29,57.2,Fifty Seven Point Twenty,2019-2020
2569,BCAE,CTE,1,2018-2019,7189.0,2021-13664,MALANGAS-ESU,LAN,2/16/2020,58.56,48.4,24.36,34.54,79.78,52.87,Fifty Two Point Eighty Seven,2020-2021
2570,BCAE,CTE,1,2018-2019,5411.0,1819-10747,IPIL-ESU,IPI,3/24/2018,95.51,48.4,80.93,75.28,72.9,88.7,Eighty Eight Point Seventy,2018-2019
2571,BCAE,CTE,1,2018-2019,5595.0,1819-05778,NAGA NATIONAL HIGH SCHOOL,ZAM,3/4/2018,47.0,54.75,59.25,53.82,72.9,57.2,Fifty Seven Point Twenty,2018-2019
2572,BCAE,CTE,1,2018-2019,9344.0,1920-11826,MALANGAS-ESU,LAN,12/9/2018,34.94,20.09,13.15,14.31,26.06,17.15,Seventeen Point Fifteen,2019-2020
2573,BCAE,CTE,1,2018-2019,7367.0,1819-05779,NAGA NATIONAL HIGH SCHOOL,ZAM,3/4/2018,66.01,42.05,80.93,84.63,63.1,72.43,Seventy Two Point Forty Three,2018-2019
2574,BCAE,CTE,1,2018-2019,7450.0,1819-09852,MALANGAS NATIONAL HIGH SCHOOL,LAN,3/25/2018,34.94,71.99,66.81,70.61,20.6,51.42,Fifty One Point Forty Two,2018-2019
2575,BCAE,CTE,1,2018-2019,9550.0,1920-11913,MALANGAS-ESU,LAN,12/9/2018,34.94,42.05,36.55,34.54,79.78,42.52,Forty Two Point Fifty Two,2019-2020
2576,BCAE,CTE,1,2018-2019,9924.0,2021-13666,MALANGAS-ESU,LAN,2/16/2020,83.47,77.12,72.66,63.45,63.1,80.63,Eighty Point Sixty Three,2020-2021
2577,BCAE,CTE,1,2018-2019,7460.0,1819-09999,MALANGAS NATIONAL HIGH SCHOOL,LAN,3/25/2018,13.4,15.12,24.36,24.91,20.6,10.4,Ten Point Forty,2018-2019
2578,BCAE,CTE,1,2018-2019,9564.0,1920-11923,MALANGAS-ESU,LAN,12/9/2018,9.69,5.49,44.12,10.45,15.15,4.83,Four Point Eighty Three,2019-2020
2579,BCAE,CTE,1,2018-2019,7584.0,1819-10001,MALANGAS NATIONAL HIGH SCHOOL,LAN,3/25/2018,23.4,30.03,44.12,24.91,20.6,22.97,Twenty Two Point Ninety Seven,2018-2019
2580,BCAE,CTE,1,2018-2019,9702.0,1920-11900,MALANGAS-ESU,LAN,12/9/2018,55.84,42.05,24.36,70.61,83.75,57.2,Fifty Seven Point Twenty,2019-2020
2581,BCAE,CTE,1,2018-2019,10086.0,2021-13740,MALANGAS-ESU,LAN,2/15/2020,58.56,61.11,24.36,53.82,83.75,60.09,Sixty Point Nine,2020-2021
2582,BCAE,CTE,1,2018-2019,7711.0,1819-02774,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,89.71,54.75,89.19,53.82,87.72,86.26,Eighty Six Point Twenty Six,2018-2019
2583,BCAE,CTE,1,2018-2019,10265.0,1920-11925,MALANGAS-ESU,LAN,12/9/2018,11.54,54.75,44.12,18.16,20.6,20.06,Twenty Point Six,2019-2020
2584,BCAE,CTE,1,2018-2019,10674.0,2021-13748,MALANGAS-ESU,LAN,2/15/2020,31.88,42.05,24.36,63.45,33.69,34.82,Thirty Four Point Eighty Two,2020-2021
2585,BCAE,CTE,1,2018-2019,10459.0,1920-11882,MALANGAS-ESU,LAN,12/9/2018,25.99,54.75,44.12,79.96,53.29,47.09,Forty Seven Point Nine,2019-2020
2586,BCAE,CTE,1,2018-2019,10870.0,2021-13728,MALANGAS-ESU,LAN,2/15/2020,44.05,42.05,29.96,84.63,43.49,49.98,Forty Nine Point Ninety Eight,2020-2021
2587,BCAE,CTE,1,2018-2019,8737.0,1819-02377,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,97.39,87.4,85.06,75.28,91.68,95.1,Ninety Five Point Ten,2018-2019
2588,BCAE,CTE,1,2018-2019,8745.0,1819-10009,MALANGAS NATIONAL HIGH SCHOOL,LAN,3/25/2018,4.68,5.49,36.55,34.54,20.6,5.27,Five Point Twenty Seven,2018-2019
2589,BCAE,CTE,1,2018-2019,11266.0,1920-11881,MALANGAS-ESU,LAN,12/9/2018,3.2,10.15,66.81,44.18,4.24,7.12,Seven Point Twelve,2019-2020
2590,BCAE,CTE,1,2018-2019,11635.0,2021-13697,MALANGAS-ESU,LAN,2/16/2020,18.21,35.7,24.36,34.54,43.49,22.97,Twenty Two Point Ninety Seven,2020-2021
2591,BCAE,CTE,1,2018-2019,9191.0,1819-10015,MALANGAS-ESU,LAN,3/24/2018,15.62,2.6,36.55,44.18,53.29,14.78,Fourteen Point Seventy Eight,2018-2019
2592,BCAE,CTE,1,2018-2019,11827.0,1920-11894,MALANGAS-ESU,LAN,12/9/2018,37.99,6.94,29.96,18.16,20.6,18.6,Eighteen Point Sixty,2019-2020
2593,BCAE,CTE,1,2018-2019,12228.0,2021-13707,MALANGAS-ESU,LAN,2/16/2020,80.58,25.06,66.81,53.82,63.1,68.07,Sixty Eight Point Seven,2020-2021
2594,BCAE,CTE,1,2018-2019,9240.0,1819-09960,MALANGAS-ESU,LAN,3/24/2018,23.4,20.09,2.41,2.74,15.15,4.4,Four Point Forty,2018-2019
2595,BCAE,CTE,1,2018-2019,11910.0,1920-11762,MALANGAS-ESU,LAN,12/9/2018,44.05,48.4,24.36,34.54,43.49,39.44,Thirty Nine Point Forty Four,2019-2020
2596,BCAE,CTE,1,2018-2019,12307.0,2021-13626,MALANGAS-ESU,LAN,2/15/2020,34.94,30.03,24.36,24.91,20.6,24.42,Twenty Four Point Forty Two,2020-2021
2597,BCAE,CTE,1,2018-2019,9343.0,1819-05576,SIAY NATIONAL HIGH SCHOOL,ZAM,3/4/2018,88.66,87.4,98.58,63.45,53.29,90.13,Ninety Point Thirteen,2018-2019
2598,BCAE,CTE,1,2018-2019,12029.0,1920-11759,MALANGAS-ESU,LAN,12/9/2018,18.21,61.11,18.75,24.91,15.15,20.06,Twenty Point Six,2019-2020
2599,BCAE,CTE,1,2018-2019,9386.0,1819-09947,MALANGAS NATIONAL HIGH SCHOOL,LAN,3/25/2018,47.0,35.7,18.75,18.16,43.49,33.28,Thirty Three Point Twenty Eight,2018-2019
2600,BCAE,CTE,1,2018-2019,12072.0,1920-11815,MALANGAS-ESU,LAN,12/9/2018,44.05,5.49,7.54,44.18,72.9,27.33,Twenty Seven Point Thirty Three,2019-2020
2601,BCAE,CTE,1,2018-2019,12508.0,2021-13708,MALANGAS-ESU,LAN,2/16/2020,23.4,42.05,36.55,53.82,53.29,34.82,Thirty Four Point Eighty Two,2020-2021
2602,BCAE,CTE,1,2018-2019,9389.0,1819-04154,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,92.71,66.85,80.93,89.31,87.72,91.08,Ninety One Point Eight,2018-2019
2603,BCAE,CTE,1,2018-2019,9435.0,1819-09920,MALANGAS INSTITUTE,LAN,3/25/2018,28.82,30.03,44.12,34.54,43.49,31.74,Thirty One Point Seventy Four,2018-2019
2604,BCAE,CTE,1,2018-2019,12143.0,1920-11767,MALANGAS-ESU,LAN,12/9/2018,20.81,54.75,66.81,53.82,26.06,37.9,Thirty Seven Point Ninety,2019-2020
2605,BCAE,CTE,1,2018-2019,12592.0,2021-13616,MALANGAS-ESU,LAN,2/15/2020,31.88,48.4,66.81,18.16,4.24,30.24,Thirty Point Twenty Four,2020-2021
2606,BCAE,CTE,1,2018-2019,12829.0,2122-10652,MALANGAS-ESU,LAN,2/28/2021,55.84,48.4,51.68,34.54,20.6,47.09,Forty Seven Point Nine,2021-2022
2607,BCAE,CTE,1,2018-2019,9489.0,1819-09863,MALANGAS-ESU,LAN,3/25/2018,28.82,71.99,36.55,84.63,43.49,51.42,Fifty One Point Forty Two,2018-2019
2608,BCAE,CTE,1,2018-2019,12659.0,2021-13655,MALANGAS-ESU,LAN,2/16/2020,49.95,30.03,85.06,75.28,26.06,57.2,Fifty Seven Point Twenty,2020-2021
2609,BCAE,CTE,1,2018-2019,12762.0,1920-11813,MALANGAS-ESU,LAN,12/9/2018,5.98,61.11,44.12,0.73,72.9,18.6,Eighteen Point Sixty,2019-2020
2610,BCAE,CTE,1,2018-2019,13221.0,2021-13744,MALANGAS-ESU,LAN,2/15/2020,31.88,20.09,80.93,44.18,33.69,39.44,Thirty Nine Point Forty Four,2020-2021
2611,BCAE,CTE,1,2018-2019,13499.0,2122-10934,MALANGAS-ESU,LAN,2/28/2021,18.21,66.85,7.54,44.18,33.69,25.88,Twenty Five Point Eighty Eight,2021-2022
2612,BCAE,CTE,1,2018-2019,13341.0,2021-13739,MALANGAS-ESU,LAN,2/15/2020,52.9,25.06,51.68,53.82,63.1,49.98,Forty Nine Point Ninety Eight,2020-2021
2613,BCAE,CTE,1,2018-2019,10115.0,1819-08228,DIPLAHAN NATIONAL HIGH SCHOOL,PLA,3/17/2018,55.84,87.4,51.68,34.54,53.29,62.48,Sixty Two Point Forty Eight,2018-2019
2614,BCAE,CTE,1,2018-2019,10375.0,1819-09964,MALANGAS NATIONAL HIGH SCHOOL,LAN,3/24/2018,9.69,10.15,7.54,70.61,15.15,8.22,Eight Point Twenty Two,2018-2019
2615,BCAE,CTE,1,2018-2019,13331.0,1920-11899,MALANGAS-ESU,LAN,12/9/2018,31.88,20.09,29.96,10.45,15.15,15.87,Fifteen Point Eighty Seven,2019-2020
2616,BCAE,CTE,1,2018-2019,13816.0,2021-13701,MALANGAS-ESU,LAN,2/16/2020,37.99,6.94,36.55,18.16,20.6,20.06,Twenty Point Six,2020-2021
2617,BCAE,CTE,1,2018-2019,13718.0,1920-11784,MALANGAS-ESU,LAN,12/9/2018,18.21,42.05,36.55,34.54,53.29,28.79,Twenty Eight Point Seventy Nine,2019-2020
2618,BCAE,CTE,1,2018-2019,11152.0,1819-09959,MALANGAS-ESU,LAN,3/24/2018,68.5,82.26,89.19,44.18,33.69,73.34,Seventy Three Point Thirty Four,2018-2019
2619,BCAE,CTE,1,2018-2019,11217.0,1819-10003,MALANGAS NATIONAL HIGH SCHOOL,LAN,3/25/2018,31.88,30.03,66.81,14.31,20.6,28.79,Twenty Eight Point Seventy Nine,2018-2019
2620,BCAE,CTE,1,2018-2019,14387.0,1920-11880,MALANGAS-ESU,LAN,12/9/2018,11.54,25.06,13.15,44.18,33.69,13.69,Thirteen Point Sixty Nine,2019-2020
2621,BCAE,CTE,1,2018-2019,14985.0,2021-13700,MALANGAS-ESU,LAN,2/16/2020,28.82,42.05,24.36,18.16,15.15,21.51,Twenty One Point Fifty One,2020-2021
2622,BCAE,CTE,1,2018-2019,11510.0,1819-02595,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,90.77,82.26,85.06,70.61,99.28,92.9,Ninety Two Point Ninety,2018-2019
2623,BCAE,CTE,1,2018-2019,14866.0,1920-11902,MALANGAS-ESU,LAN,12/9/2018,7.83,35.7,18.75,14.31,20.6,8.22,Eight Point Twenty Two,2019-2020
2624,BCAE,CTE,1,2018-2019,15493.0,2021-13758,MALANGAS-ESU,LAN,2/16/2020,4.68,6.94,24.36,18.16,26.06,4.4,Four Point Forty,2020-2021
